slang,formal,category1,category2,category3
klian,kalian,abreviasi,0,0
coment,komentar,abreviasi,subtitusi,0
dpt,dapat,afiksasi,0,0
dr,dari,abreviasi,0,0
sma,sama,abreviasi,0,0
"nenek""",nenek-nenek,reduplikasi,0,0
bgt,banget,abreviasi,0,0
ihh,ih,elongasi,0,0
ga,enggak,abreviasi,zeroisasi,0
mbk,mbak,abreviasi,0,0
mbaaa,mbak,elongasi,0,0
aja,saja,zeroisasi,0,0
langgengggg,langgeng,elongasi,0,0
tp,tapi,abreviasi,0,0
tp,tapi,abreviasi,0,0
gak,enggak,zeroisasi,0,0
g,enggak,word-value letter,abreviasi,0
sekaliiiii,sekali,elongasi,0,0
baper,bawa perasaan,akronim,0,0
gak,enggak,zeroisasi,0,0
emang,memang,zeroisasi,0,0
tp,tapi,abreviasi,0,0
serem,seram,modifikasi vokal,0,0
jg,juga,abreviasi,0,0
tp,tapi,abreviasi,0,0
yg,yang,abreviasi,0,0
ngomong,mengomong,afiksasi,0,0
aja,saja,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
mikirin,memikirkan,afiksasi,0,0
"kata""",kata-kata,reduplikasi,0,0
anehhh,aneh,elongasi,0,0
udah,sudah,zeroisasi,0,0
digituin,dibegitukan,afiksasi,0,0
yaa,ya,elongasi,0,0
ngomong,mengomong,afiksasi,0,0
bkn,bukan,abreviasi,0,0
d,di,abreviasi,0,0
mreka,mereka,zeroisasi,0,0
hayal,khayal,zeroisasi,0,0
yg,yang,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
emg,memang,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
boong,bohong,zeroisasi,0,0
beneran,benaran,modifikasi vokal,0,0
inget,ingat,modifikasi vokal,0,0
bedua,berdua,zeroisasi,0,0
inget,ingat,modifikasi vokal,0,0
ama,sama,zeroisasi,0,0
cocokk,cocok,elongasi,0,0
liat,lihat,zeroisasi,0,0
lgi,lagi,abreviasi,0,0
gitu,begitu,abreviasi,0,0
yaah,ya,anaptiksis,elongasi,0
ga,enggak,abreviasi,zeroisasi,0
aja,saja,zeroisasi,0,0
bapeerr,bawa perasaan,akronim,elongasi,0
nyaa,nya,elongasi,0,0
liat,lihat,zeroisasi,0,0
lagu2,lagu-lagu,reduplikasi,0,0
mbk,mbak,abreviasi,0,0
keinget,teringat,afiksasi,0,0
wihhh,wih,elongasi,0,0
kerenn,keren,elongasi,0,0
merekak,mereka,anaptiksis,0,0
aja,saja,zeroisasi,0,0
udah,sudah,zeroisasi,0,0
mrk,mereka,abreviasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
yg,yang,abreviasi,0,0
lucuuu,lucu,elongasi,0,0
kreeenn,keren,zeroisasi,elongasi,0
abisss,habis,zeroisasi,elongasi,0
bnget,banget,abreviasi,0,0
kaka,kakak,zeroisasi,0,0
lucuuu,lucu,elongasi,0,0
kerennnnn,keren,elongasi,0,0
kocaaaakkk,kocak,elongasi,0,0
abiiiss,habis,zeroisasi,elongasi,0
nyadar,menyadar,afiksasi,0,0
pass,pas,elongasi,0,0
lahh,lah,elongasi,0,0
personill,personil,elongasi,0,0
lengkapp,lengkap,elongasi,0,0
ampuuun,ampun,elongasi,0,0
ngakak,mengakak,afiksasi,0,0
bangett,banget,elongasi,0,0
kk,kakak,abreviasi,0,0
iiihhhh,ih,elongasi,0,0
kyk,kayak,abreviasi,0,0
gini,begini,abreviasi,0,0
gokil,gila,coinage,0,0
flim.a,filmnya,pungtuasi,salah ketik,0
trusan.a,terusannya,pungtuasi,zeroisasi,0
kcantikan,kecantikan,abreviasi,0,0
dh,dah,abreviasi,0,0
pkai,pakai,abreviasi,0,0
tdung,tudung,abreviasi,0,0
wktu,waktu,abreviasi,0,0
blm,belum,abreviasi,0,0
pake,pakai,monoftongisasi,0,0
smg,semoga,abreviasi,0,0
bgt,banget,abreviasi,0,0
nonton,menonton,afiksasi,0,0
bgt,banget,abreviasi,0,0
yg,yang,abreviasi,0,0
slalu,selalu,zeroisasi,0,0
gangguin,mengganggu,afiksasi,0,0
tp,tapi,abreviasi,0,0
slalu,selalu,zeroisasi,0,0
pgn,pengin,abreviasi,0,0
nonton,menonton,afiksasi,0,0
gk,enggak,abreviasi,0,0
y,ya,abreviasi,0,0
yg,yang,abreviasi,0,0
d,di,abreviasi,0,0
dri,dari,abreviasi,0,0
lgi,lagi,abreviasi,0,0
da,ada,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
pake,pakai,monoftongisasi,0,0
bgt,banget,abreviasi,0,0
yg,yang,abreviasi,0,0
gak,enggak,zeroisasi,0,0
pake,pakai,monoftongisasi,0,0
mbk,mbak,abreviasi,0,0
lgkah2,langkah-langkah,abreviasi,reduplikasi,0
skrg,sekarang,abreviasi,0,0
tu,itu,zeroisasi,0,0
gmana,bagaimana,abreviasi,0,0
mbk,mbak,abreviasi,0,0
taw,tau,subtitusi,homofon,0
kta,kita,abreviasi,0,0
cntiiikkk,cantik,abreviasi,elongasi,0
udah,sudah,zeroisasi,0,0
gak,enggak,zeroisasi,0,0
pengen,pengin,modifikasi vokal,0,0
nonton,menonton,afiksasi,0,0
liat,lihat,zeroisasi,0,0
yg,yang,abreviasi,0,0
tegaar,tegar,elongasi,0,0
nihhh,nih,elongasi,0,0
smpe,sampai,abreviasi,monoftongisasi,0
sktlrang,sekarang,abreviasi,salah ketik,0
msih,masih,abreviasi,0,0
bget,banget,abreviasi,0,0
kangeeeennnnn,kangen,elongasi,0,0
slalu,selalu,zeroisasi,0,0
nangiss,menangis,afiksasi,elongasi,0
klo,kalo,zeroisasi,0,0
nonton,menonton,afiksasi,0,0
kaa,kak,zeroisasi,elongasi,0
sjk,sejak,abreviasi,0,0
sya,saya,abreviasi,0,0
tambh,tambah,abreviasi,0,0
yg,yang,abreviasi,0,0
nangiis,menangis,afiksasi,elongasi,0
teruss,terus,elongasi,0,0
maen,main,modifikasi vokal,0,0
bgt,banget,abreviasi,0,0
cantikkkkkkkk,cantik,elongasi,0,0
nyaaaaaaaaa,nya,elongasi,0,0
kaa,kak,zeroisasi,elongasi,0
sbgai,sebagai,abreviasi,0,0
bundaa,bunda,elongasi,0,0
gueee,gue,elongasi,0,0
duuhhhhh,duh,elongasi,0,0
kangeenn,kangen,elongasi,0,0
sm,sama,abreviasi,0,0
kyk,kayak,abreviasi,0,0
gaada,enggak ada,akronim,0,0
kerjaan,pekerjaan,zeroisasi,0,0
yg,yang,abreviasi,0,0
ngucapin,mengucapkan,afiksasi,0,0
yg,yang,abreviasi,0,0
bgt,banget,abreviasi,0,0
bkn,bukan,abreviasi,0,0
klo,kalo,zeroisasi,0,0
gk,enggak,abreviasi,0,0
kmu,kamu,abreviasi,0,0
klo,kalo,zeroisasi,0,0
kmu,kamu,abreviasi,0,0
yaaa,ya,elongasi,0,0
malsudnya,maksudnya,salah ketik,0,0
kyak,kayak,abreviasi,0,0
lluuccuu,lucu,elongasi,0,0
siappa,siapa,elongasi,0,0
martabakk,martabak,elongasi,0,0
tuhh,tuh,elongasi,0,0
tuhh,tuh,elongasi,0,0
akuu,aku,elongasi,0,0
jgn,jangan,abreviasi,0,0
bgt,banget,abreviasi,0,0
skali2,sekali-kali,reduplikasi,zeroisasi,0
yg,yang,abreviasi,0,0
kueren2,keren-keren,anaptiksis,reduplikasi,0
gini,begini,abreviasi,0,0
jgn,jangan,abreviasi,0,0
abgnya,abangnya,abreviasi,0,0
bgt,banget,abreviasi,0,0
muke,muka,modifikasi vokal,0,0
gk,enggak,abreviasi,0,0
nii,ini,elongasi,0,0
bangettt,banget,elongasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
gini,begini,abreviasi,0,0
gile,gila,modifikasi vokal,0,0
inget,ingat,modifikasi vokal,0,0
ngomong,mengomong,afiksasi,0,0
yg,yang,abreviasi,0,0
jd,jadi,abreviasi,0,0
dapet,dapat,modifikasi vokal,0,0
warkop,warung kopi,akronim,0,0
nggak,enggak,zeroisasi,0,0
hayuu,hayo,modifikasi vokal,elongasi,0
kenapaa,kenapa,elongasi,0,0
ilang2an,hilang-hilangan,reduplikasi,zeroisasi,0
gitu,begitu,abreviasi,0,0
liat,lihat,zeroisasi,0,0
aja,saja,zeroisasi,0,0
ayooook,ayo,elongasi,anaptiksis,0
astagaaaaaaaa,astaga,elongasi,0,0
bener2,benar-benar,reduplikasi,modifikasi vokal,0
nonton,menonton,afiksasi,0,0
inihhh,ini,elongasi,anaptiksis,0
bgt,banget,abreviasi,0,0
ama,sama,zeroisasi,0,0
klw,kalau,abreviasi,homofon,0
oom,om,elongasi,0,0
g,enggak,word-value letter,abreviasi,0
ak,aku,abreviasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
mansetan,bermanset,afiksasi,0,0
cmn,cuman,abreviasi,0,0
keliatan,kelihatan,zeroisasi,0,0
bgt,banget,abreviasi,0,0
yg,yang,abreviasi,0,0
meranin,memerankan,afiksasi,0,0
cadasss,cadas,elongasi,0,0
kereeeeennn,keren,elongasi,0,0
"temen""",teman-teman,reduplikasi,modifikasi vokal,0
tp,tapi,abreviasi,0,0
telefisi,televisi,subtitusi,0,0
yg,yang,abreviasi,0,0
jd,jadi,abreviasi,0,0
tu,itu,zeroisasi,0,0
jd,jadi,abreviasi,0,0
kgak,kagak,abreviasi,0,0
nikmatin,menikmati,afiksasi,0,0
nonton,menonton,afiksasi,0,0
mantappp,mantap,elongasi,0,0
mbahh,mbah,elongasi,0,0
lbh,lebih,abreviasi,0,0
dr,dari,abreviasi,0,0
udah,sudah,zeroisasi,0,0
unyuu,unyu,elongasi,0,0
giitu,begitu,elongasi,abreviasi,0
lucuuuuu,lucu,elongasi,0,0
ngilang,menghilang,afiksasi,0,0
mtanya,matanya,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
kliatan,kelihatan,zeroisasi,0,0
cpit,sipit,subtitusi,abreviasi,0
bgt,banget,abreviasi,0,0
dee,dek,zeroisasi,elongasi,0
gak,enggak,zeroisasi,0,0
brp,berapa,abreviasi,0,0
iyaa,iya,elongasi,0,0
bgt,banget,abreviasi,0,0
sumvahh,sumpah,subtitusi,elongasi,0
bnyak,banyak,abreviasi,0,0
bnyak,banyak,abreviasi,0,0
cewe,cewek,zeroisasi,0,0
ngantri,mengantri,afiksasi,0,0
engga,enggak,zeroisasi,0,0
tamvann,tampan,subtitusi,elongasi,0
gils,gila,abreviasi,anaptiksis,0
udah,sudah,zeroisasi,0,0
bgt,banget,abreviasi,0,0
yah,ya,anaptiksis,0,0
km,kamu,abreviasi,0,0
yap,ya,anaptiksis,0,0
bgt,banget,abreviasi,0,0
ko,kok,zeroisasi,0,0
gantengg,ganteng,elongasi,0,0
si,sih,zeroisasi,0,0
ngakak,mengakak,afiksasi,0,0
guaaaaaaa,gua,elongasi,0,0
kerennn,keren,elongasi,0,0
ngakak,mengakak,afiksasi,0,0
tuuu,itu,zeroisasi,elongasi,0
capa,sapa,subtitusi,0,0
ngakakkk,mengakak,afiksasi,elongasi,0
bgt,banget,abreviasi,0,0
liaat,lihat,zeroisasi,elongasi,0
gantweng,ganteng,anaptiksis,0,0
ngakak,mengakak,afiksasi,0,0
anjjjjjjjj,anjing,abreviasi,elongasi,0
bgttt,banget,abreviasi,elongasi,0
bgt,banget,abreviasi,0,0
tp,tapi,abreviasi,0,0
lohhhh,loh,elongasi,0,0
gakwad,enggak kuat,akronim,subtitusi,abreviasi
yg,yang,abreviasi,0,0
ngakak,mengakak,afiksasi,0,0
gw,gue,homofon,abreviasi,0
pengen,pengin,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
bngt,banget,abreviasi,0,0
bs,bisa,abreviasi,0,0
seru2,seru-seru,reduplikasi,0,0
ga,enggak,abreviasi,zeroisasi,0
ngakak,mengakak,afiksasi,0,0
iniii,ini,elongasi,0,0
favoriteeee,favorit,elongasi,naturalisasi,0
bat,banget,abreviasi,0,0
udah,sudah,zeroisasi,0,0
liat,lihat,zeroisasi,0,0
lg,lagi,abreviasi,0,0
adaa,ada,elongasi,0,0
bat,banget,abreviasi,0,0
yak,ya,anaptiksis,0,0
makasih,terima kasih,akronim,0,0
q,ku,homofon,word-value letter,0
smp,sampai,abreviasi,0,0
nangis,menangis,afiksasi,0,0
dinyanyiin,dinyanyikan,afiksasi,0,0
donk,dong,homofon,subtitusi,0
yg,yang,abreviasi,0,0
seruu,seru,elongasi,0,0
nyengir,menyengir,afiksasi,0,0
temennya,temannya,modifikasi vokal,0,0
bnr,benar,abreviasi,0,0
kgn,kangen,abreviasi,0,0
smg,semoga,abreviasi,0,0
klk,kelak,abreviasi,0,0
klian,kalian,abreviasi,0,0
brjdh,berjodoh,abreviasi,0,0
akhrt,akhirat,abreviasi,0,0
kangennnnn,kangen,elongasi,0,0
bgtt,banget,abreviasi,elongasi,0
sma,sama,abreviasi,0,0
yg,yang,abreviasi,0,0
kyk,kayak,abreviasi,0,0
gini,begini,abreviasi,0,0
kngen,kangen,abreviasi,0,0
aja,saja,zeroisasi,0,0
kangennnn,kangen,elongasi,0,0
kaka,kakak,zeroisasi,0,0
kngenn,kangen,abreviasi,elongasi,0
kangeenn,kangen,elongasi,0,0
kanggen,kangen,elongasi,0,0
sampe,sampai,monoftongisasi,0,0
kangennn,kangen,elongasi,0,0
kangennnnnnn,kangen,elongasi,0,0
udah,sudah,zeroisasi,0,0
ysh,ya,salah ketik,anaptiksis,0
sm,sama,abreviasi,0,0
sypa,siapa,subtitusi,homofon,0
yg,yang,abreviasi,0,0
belain,membela,afiksasi,0,0
kmu,kamu,abreviasi,0,0
kmu,kamu,abreviasi,0,0
"bner""",benar-benar,reduplikasi,modifikasi vokal,abreviasi
aj,saja,abreviasi,0,0
kangeen,kangen,elongasi,0,0
yg,yang,abreviasi,0,0
kmi,kami,abreviasi,0,0
klo,kalo,zeroisasi,0,0
mreka,mereka,zeroisasi,0,0
aminn,amin,elongasi,0,0
orang2,orang-orang,reduplikasi,0,0
aminn,amin,elongasi,0,0
nangisss,menangis,afiksasi,elongasi,0
abg,abang,abreviasi,0,0
smoga,semoga,zeroisasi,0,0
brjodoh,berjodoh,abreviasi,0,0
y,ya,abreviasi,0,0
kangenn,kangen,elongasi,0,0
kaliann,kalian,elongasi,0,0
yg,yang,abreviasi,0,0
barengg,bareng,elongasi,0,0
yg,yang,abreviasi,0,0
yg,yang,abreviasi,0,0
krna,karena,abreviasi,0,0
smpai,sampai,abreviasi,0,0
kpnpun,kapanpun,abreviasi,0,0
jugaa,juga,elongasi,0,0
mendj,menjadi,abreviasi,0,0
aminnn,amin,elongasi,0,0
allahhhh,allah,elongasi,0,0
yah,ya,anaptiksis,0,0
jd,jadi,abreviasi,0,0
pengen,pengin,modifikasi vokal,0,0
pake,pakai,monoftongisasi,0,0
merindinggg,merinding,elongasi,0,0
liat,lihat,zeroisasi,0,0
yg,yang,abreviasi,0,0
bhgia,bahagia,abreviasi,0,0
amiennnn,amien,elongasi,0,0
pinter,pintar,modifikasi vokal,0,0
bgt,banget,abreviasi,0,0
iihh,ih,elongasi,0,0
gitu,begitu,abreviasi,0,0
pinter,pintar,modifikasi vokal,0,0
kpan,kapan,abreviasi,0,0
lhir,lahir,abreviasi,0,0
udeh,sudah,zeroisasi,modifikasi vokal,0
smoga,semoga,zeroisasi,0,0
menjdi,menjadi,abreviasi,0,0
ank,anak,abreviasi,0,0
yg,yang,abreviasi,0,0
y,ya,abreviasi,0,0
kk,kakak,abreviasi,0,0
bngett,banget,abreviasi,elongasi,0
debay,adek bayi,akronim,0,0
bangeer,banget,elongasi,0,0
lafazd,lafaz,anaptiksis,0,0
skrng,sekarang,abreviasi,0,0
jg,juga,abreviasi,0,0
pmbyran,pembayaran,abreviasi,0,0
plsa,pulsa,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
udh,sudah,abreviasi,0,0
"dimana""",dimana-mana,reduplikasi,0,0
adaa,ada,elongasi,0,0
yaa,ya,elongasi,0,0
trs,terus,abreviasi,0,0
sokk,sok,elongasi,0,0
yg,yang,abreviasi,0,0
km,kamu,abreviasi,0,0
tp,tapi,abreviasi,0,0
ngambekan,ambekan,afiksasi,0,0
sma,sama,abreviasi,0,0
ngeliat,melihat,afiksasi,0,0
hub,hubungan,abreviasi,0,0
sma2,sama-sama,reduplikasi,abreviasi,0
ngom,mengomong,abreviasi,afiksasi,0
q,ku,homofon,word-value letter,0
siapaa,siapa,elongasi,0,0
toloollll,tolol,elongasi,0,0
yg,yang,abreviasi,0,0
siapaa,siapa,elongasi,0,0
tauu,tau,elongasi,0,0
bodhooo,bodoh,zeroisasi,elongasi,anaptiksis
peliharaaaa,pelihara,elongasi,0,0
kmu,kamu,abreviasi,0,0
yaa,ya,elongasi,0,0
sampe,sampai,monoftongisasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
makanyaa,makanya,elongasi,0,0
klo,kalo,zeroisasi,0,0
ngom,mengomong,abreviasi,afiksasi,0
"ati""",hati-hati,reduplikasi,zeroisasi,0
kemakan,termakan,afiksasi,0,0
bodhoo,bodoh,zeroisasi,elongasi,anaptiksis
siihhh,sih,elongasi,0,0
pura2,pura-pura,reduplikasi,0,0
ga,enggak,abreviasi,zeroisasi,0
mksd,maksud,abreviasi,0,0
sm,sama,abreviasi,0,0
aq,aku,abreviasi,homofon,0
andaaa,anda,elongasi,0,0
padahall,padahal,elongasi,0,0
buktinyaaa,buktinya,elongasi,0,0
smuaaa,semua,zeroisasi,elongasi,0
aq,aku,abreviasi,homofon,0
yg,yang,abreviasi,0,0
pinter,pintar,modifikasi vokal,0,0
doank,doang,subtitusi,homofon,0
lg,lagi,abreviasi,0,0
ngambeknya,mengambeknya,afiksasi,0,0
gara2,gara-gara,reduplikasi,0,0
loksyut,lokasi syuting,akronim,0,0
tar,entar,zeroisasi,0,0
lama2,lama-lama,reduplikasi,0,0
kebongkar,terbongkar,afiksasi,0,0
ohh,oh,elongasi,0,0
gtu,begitu,abreviasi,0,0
yaa,ya,elongasi,0,0
kmu,kamu,abreviasi,0,0
ohh,oh,elongasi,0,0
kerjaan,pekerjaan,zeroisasi,0,0
kmu,kamu,abreviasi,0,0
yaa,ya,elongasi,0,0
"artis""",artis-artis,reduplikasi,0,0
tapii,tapi,elongasi,0,0
kasiian,kasihan,zeroisasi,elongasi,0
gk,enggak,abreviasi,0,0
adaa,ada,elongasi,0,0
yg,yang,abreviasi,0,0
kmu,kamu,abreviasi,0,0
km,kamu,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
ngikutin,mengikuti,afiksasi,0,0
aq,aku,abreviasi,homofon,0
trs,terus,abreviasi,0,0
gk,enggak,abreviasi,0,0
diladenin,diladeni,afiksasi,0,0
comen,komen,subtitusi,0,0
ngtif,negatif,abreviasi,0,0
jgn,jangan,abreviasi,0,0
comntr,komentar,abreviasi,subtitusi,0
dg,dengan,abreviasi,0,0
kaliannn,kalian,elongasi,0,0
sgt,sangat,abreviasi,0,0
brdiri,berdiri,abreviasi,0,0
syg,sayang,abreviasi,0,0
gt,begitu,abreviasi,0,0
bgtttt,banget,abreviasi,elongasi,0
knp,kenapa,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
blg,bilang,abreviasi,0,0
sma,sama,abreviasi,0,0
karna,karena,zeroisasi,0,0
lbh,lebih,abreviasi,0,0
yg,yang,abreviasi,0,0
nyari,mencari,afiksasi,0,0
sgt,sangat,abreviasi,0,0
bgt,banget,abreviasi,0,0
karna,karena,zeroisasi,0,0
mreka,mereka,zeroisasi,0,0
tpi,tapi,abreviasi,0,0
gk,enggak,abreviasi,0,0
uda,sudah,zeroisasi,0,0
aja,saja,zeroisasi,0,0
skrg,sekarang,abreviasi,0,0
lg,lagi,abreviasi,0,0
deket,dekat,modifikasi vokal,0,0
sma,sama,abreviasi,0,0
pda,pada,abreviasi,0,0
mulutny,mulutnya,abreviasi,0,0
yg,yang,abreviasi,0,0
lucu2,lucu-lucu,reduplikasi,0,0
msalah,masalah,abreviasi,0,0
dlu,dulu,abreviasi,0,0
y,ya,abreviasi,0,0
trserh,terserah,abreviasi,0,0
yg,yang,abreviasi,0,0
pnting,penting,abreviasi,0,0
skrg,sekarang,abreviasi,0,0
smua,semua,zeroisasi,0,0
udh,sudah,abreviasi,0,0
sprti,seperti,abreviasi,0,0
gmn,bagaimana,abreviasi,0,0
waduuuuh,waduh,elongasi,0,0
yg,yang,abreviasi,0,0
smpai,sampai,abreviasi,0,0
yg,yang,abreviasi,0,0
ngedukung,mendukung,afiksasi,0,0
yach,ya,anaptiksis,0,0
yg,yang,abreviasi,0,0
aja,saja,zeroisasi,0,0
foto2,foto-foto,reduplikasi,0,0
ilang,hilang,zeroisasi,0,0
msh,masih,abreviasi,0,0
blm,belum,abreviasi,0,0
klo,kalo,zeroisasi,0,0
uda,sudah,zeroisasi,0,0
udh,sudah,abreviasi,0,0
msh,masih,abreviasi,0,0
ni,ini,zeroisasi,0,0
aja,saja,zeroisasi,0,0
ga,enggak,abreviasi,zeroisasi,0
dihpus,dihapus,abreviasi,0,0
ni,ini,zeroisasi,0,0
yg,yang,abreviasi,0,0
jd,jadi,abreviasi,0,0
bwt,buat,abreviasi,0,0
mrekaa,mereka,zeroisasi,elongasi,0
tauu,tau,elongasi,0,0
gaje,enggak jelas,akronim,0,0
ngurusin,mengurusi,afiksasi,0,0
cakeeeeppp,cakep,elongasi,0,0
benerr,benar,modifikasi vokal,elongasi,0
"brg""",bareng-bareng,abreviasi,reduplikasi,0
baanget,banget,elongasi,0,0
anjaaaayyyyyy,anjay,elongasi,0,0
ni,ini,zeroisasi,0,0
ingt,ingat,abreviasi,0,0
lgu,lagu,abreviasi,0,0
ngetsz,banget,abreviasi,anaptiksis,0
yg,yang,abreviasi,0,0
kemaren,kemarin,modifikasi vokal,0,0
utkmu,untukmu,abreviasi,0,0
yg,yang,abreviasi,0,0
dlm,dalam,abreviasi,0,0
yah,ya,anaptiksis,0,0
tetep,tetap,modifikasi vokal,0,0
anj,anjing,abreviasi,0,0
merekaa,mereka,elongasi,0,0
belain,membela,afiksasi,0,0
kann,kan,elongasi,0,0
dieee,dia,modifikasi vokal,elongasi,0
yaahh,ya,anaptiksis,elongasi,0
gini,begini,abreviasi,0,0
klo,kalo,zeroisasi,0,0
bgt,banget,abreviasi,0,0
alloh,allah,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
hijap,hijab,subtitusi,homofon,0
smua,semua,zeroisasi,0,0
dri,dari,abreviasi,0,0
pd,pada,abreviasi,0,0
ngurusin,mengurusi,afiksasi,0,0
org,orang,abreviasi,0,0
hijap,hijab,subtitusi,homofon,0
ternodain,ternodai,afiksasi,0,0
suka2,suka-suka,reduplikasi,0,0
x,kali,word-value letter,0,0
wadaaw,waduh,coinage,elongasi,0
komen2,komen-komen,reduplikasi,0,0
ngeri2,ngeri-ngeri,reduplikasi,0,0
yg,yang,abreviasi,0,0
km,kamu,abreviasi,0,0
mn,mana,abreviasi,0,0
yg,yang,abreviasi,0,0
bnr,benar,abreviasi,0,0
mn,mana,abreviasi,0,0
yg,yang,abreviasi,0,0
slh,salah,abreviasi,0,0
tp,tapi,abreviasi,0,0
kt2,kata-kata,abreviasi,reduplikasi,0
yg,yang,abreviasi,0,0
pd,pada,abreviasi,0,0
agk,agak,abreviasi,0,0
tdk,tidak,abreviasi,0,0
bgs,bagus,abreviasi,0,0
tdk,tidak,abreviasi,0,0
tp,tapi,abreviasi,0,0
skli,sekali,abreviasi,0,0
lg,lagi,abreviasi,0,0
tlg,tolong,abreviasi,0,0
slhkan,salahkan,abreviasi,0,0
jilbabny,jilbabnya,abreviasi,0,0
tp,tapi,abreviasi,0,0
slhkan,salahkan,abreviasi,0,0
perilakuny,perilakunya,abreviasi,0,0
bkn,bukan,abreviasi,0,0
dr,dari,abreviasi,0,0
ketaatanny,ketaatannya,abreviasi,0,0
kepda,kepada,abreviasi,0,0
sblmny,sebelumnya,abreviasi,0,0
bljr,belajar,abreviasi,0,0
jd,jadi,abreviasi,0,0
pedulilaaaah,pedulilah,elongasi,0,0
ingetin,mengingatkan,afiksasi,modifikasi vokal,0
ga,enggak,abreviasi,zeroisasi,0
terjrumus,terjerumus,abreviasi,0,0
dlm,dalam,abreviasi,0,0
karna,karena,zeroisasi,0,0
yg,yang,abreviasi,0,0
kek,kayak,abreviasi,modifikasi vokal,0
gini,begini,abreviasi,0,0
stuju,setuju,abreviasi,0,0
bnyak,banyak,abreviasi,0,0
yg,yang,abreviasi,0,0
temen,teman,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
gitu,begitu,abreviasi,0,0
sebenernya,sebenarnya,modifikasi vokal,0,0
aja,saja,zeroisasi,0,0
yg,yang,abreviasi,0,0
sbb,sebab,abreviasi,0,0
tp,tapi,abreviasi,0,0
aq,aku,abreviasi,homofon,0
lg,lagi,abreviasi,0,0
dlu,dulu,abreviasi,0,0
tp,tapi,abreviasi,0,0
igtlah,ingatlah,abreviasi,0,0
dtgkan,datangkan,abreviasi,0,0
tp,tapi,abreviasi,0,0
aq,aku,abreviasi,homofon,0
smoga,semoga,zeroisasi,0,0
sperti,seperti,zeroisasi,0,0
dlu,dulu,abreviasi,0,0
aq,aku,abreviasi,homofon,0
yg,yang,abreviasi,0,0
dlu,dulu,abreviasi,0,0
aq,aku,abreviasi,homofon,0
kpd,kepada,abreviasi,0,0
smg,semoga,abreviasi,0,0
org,orang,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
ngerti,mengerti,afiksasi,0,0
kasi,kasih,zeroisasi,0,0
aja,saja,zeroisasi,0,0
trus,terus,zeroisasi,0,0
dy,dia,homofon,0,0
berhijap,berhijab,subtitusi,homofon,0
ngk,enggak,abreviasi,0,0
dy,dia,homofon,0,0
emang,memang,zeroisasi,0,0
udh,sudah,abreviasi,0,0
bener,benar,modifikasi vokal,0,0
knp,kenapa,abreviasi,0,0
dy,dia,homofon,0,0
yg,yang,abreviasi,0,0
bnyk,banyak,abreviasi,0,0
gk,enggak,abreviasi,0,0
org,orang,abreviasi,0,0
jgn,jangan,abreviasi,0,0
dri,dari,abreviasi,0,0
benahin,membenahi,afiksasi,0,0
ngomong,mengomong,afiksasi,0,0
ga,enggak,abreviasi,zeroisasi,0
temen,teman,modifikasi vokal,0,0
yg,yang,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
krn,karena,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
bener,benar,modifikasi vokal,0,0
kasi,kasih,zeroisasi,0,0
kmu,kamu,abreviasi,0,0
yg,yang,abreviasi,0,0
lg,lagi,abreviasi,0,0
ngerti,mengerti,afiksasi,0,0
krn,karena,abreviasi,0,0
ohhhh,oh,elongasi,0,0
yg,yang,abreviasi,0,0
tp,tapi,abreviasi,0,0
gk,enggak,abreviasi,0,0
bener,benar,modifikasi vokal,0,0
org,orang,abreviasi,0,0
yapp,ya,anaptiksis,elongasi,0
yg,yang,abreviasi,0,0
udah,sudah,zeroisasi,0,0
ga,enggak,abreviasi,zeroisasi,0
emang,memang,zeroisasi,0,0
tp,tapi,abreviasi,0,0
kn,kan,abreviasi,0,0
aja,saja,zeroisasi,0,0
jauhh,jauh,elongasi,0,0
bingitt,banget,modifikasi vokal,elongasi,0
klw,kalau,abreviasi,homofon,0
trims,terima kasih,akronim,0,0
yg,yang,abreviasi,0,0
buka2an,buka-bukaan,reduplikasi,0,0
stiap,setiap,zeroisasi,0,0
pst,pasti,abreviasi,0,0
liat,lihat,zeroisasi,0,0
tp,tapi,abreviasi,0,0
ga,enggak,abreviasi,zeroisasi,0
org,orang,abreviasi,0,0
pst,pasti,abreviasi,0,0
dy,dia,homofon,0,0
ato,atau,monoftongisasi,0,0
tdk,tidak,abreviasi,0,0
