Text,Label
Kesaksiannya di pengadilan membuatku dihukum atas kejadian itu.,1
"Tidak nampak lagi kesedihan di wajah Sri Ningsih—atau tepatnya entahlah, tidak ada yang tahu sesungguhnya suasana hati seseorang hanya dengan melihat wajahnya.",1
kak jessica itu bukan menghina tp dia menghargai idul fitri makannya cari dulu info jgn langsung tuduh,0
"Kehilangan komentar lanjutan, kepalanya dipenuhi kekhawatiran dan banyak pertanyaan.",1
"Usia mereka boleh saja sudah 60 atau 70 tahun, tapi mereka tetap bisa jatuh cinta.",1
Honestly Haechan Is One of My Biases in NCT After Ten Well So Why is there a trending like this Is Haechan Treated Unfairly or Unkindly By SM Entertainment Try Please Nctzen Explained Why This Trending Is There SMPROTECTHAECHAN HAECHAN NCT NCT127 NCTDREAM,2
"im not waiting 1 August to post my queen, bcs i post whatever i want bcs she's my first queen. yes she's my mom.",2
"Memasuki akhir pekan, summary dr linimasa anak intern yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mancing dan pelihara burung, 3 anak sepakat masukin ibunya panti dll. Whatever it is, Ibun tetap asam lambung parah",2
"15 th cau, ktp aja belum punya pacaranya udah luarbiasa.. Kalah ngana",0
Zaman membaca lamat- lamat catatannya.,1
"Anjaaay, anaknya teh santuy pisaan",2
"Pengen beli parfume yg sering di spill, ga jadi² soalnya ada temen suka dadakan ""Ayo mendaki"" Nanti lah beli yg ver kecil² dulu biar ga zonk di aku",2
"""Wah, itu bagus sekali.",1
That's true. I'm in quarantine for having covid amp these problems amp dramas are slowly taking toll on me too. I just hope we get enough awareness around the world. ATEEZDESERVESBETTER STOPCOPYINGATEEZ 에이티즈해적왕이지도를뺏겼어요 JYPapologizetoATEEZ JYP_해명해_사과해_인정,2
Menatap dermaga kayu dari kejauhan.,1
Healing lurrr with fams. Ada fotonya. Sesok lah nek inget,2
"Orang"" mah healing jalan"" Aku makan bakso",2
"hello and everyone concerned. We are tired of always reporting about such malicious and baseless defamation,only for you to turn around and do nothing. Kindly take down the whole channel amp promptly do the same with others! Taekook_Lives_Out RespectJimin",2
"Doakan pertunjukan kami lancar, peluk hangat dari Amerika—voovo, menulis kata Amerika di benua Amerika langsung ternyata sensasinya berbeda, Aimee.",1
Bisa nggak,0
"Anda datang sore itu, seperti hantu, mengintimidasi Sri yang malang, seorang Sulastri tahu persis bagaimana mengeksploitasi kelemahanan Sri.",1
Naura kamu cantikkkk imut Dan cantikkkk nya melebihin apaa pun ITU aku pengen kalo naura pengen follow aku sih gakpapa kalogak ya terserah aku gak maksa kok,0
rekomen tempat healing yang sepi nuansa alam dong,2
spill hargaaa?!,2
Cocok iniiiiiiiiiiiiiii,0
So swet bingit,0
"Lihat kitab kuning di madrasah, menumpuk tinggi, bisa untuk membendung sungai.",1
"""Loh Mbak Lastri sendiri kan masih tercatat sebagai guru?",1
"Rest for a while -take a pee lebaran2022 arusmudik cirebon jabar Rest Area KM 208B in Cirebon, Jawa Barat w",2
Muantteepp...,0
"""Kapal baik, tangkapan baik, fisikku juga baik.",1
Gilzz,0
Ah gilak bangun jam segini auto overthinking ampe pagi,2
"Zaman mengangguk, ""Sangat berharga.",1
Kaka gita cantikk bangeet...???,0
Kelaluan kak hito ????,0
"Kan pada nanya, sakit apa??? Mau jawab tp mending di bls ""cpt sembuh"" ini mah kepo doang alhasil cuman nambah stress, lagian update mulu, lu ga Tau rasanya sendirian bahan sakit di RS sih",2
"-,- ya gak harus sama dia jugak. Nek sama dia, Kayak nungguin siput ngeluarin lagu pop?",0
Putuskan sesuai insting terbaikmu.,1
"Ingat Hanya di kamu bisa lihat bukti2 real , , PEMUTIH BADAN, GEMUK, MASKER TERBAIK dll invite ajaa BBM whatsapp",0
Ngmonge biar lbh manteb mathdang pake T wkwkw,0
"MEREKA EMANG PADA JUAL ALAT , TAPI EMANG TAU CARANYA? JANGAN SAMPE BELI ALATNYA DI TEMPAT YANG SALAH. CUMA AHLINYA. HARGA LEBIH MURAH DARI YANG DIATAS. BBM",0
mirip bnget ma el bun,0
Makin kesini makin mualesssss sm orang2 yg sok nanya sok perhatian padahal niatnya cuma kepo,2
Komennya lucuk lucuk,0
Cantik bgt kak,0
"Besok aku di BLOK M Square jam 19.00 kl ada yg blm ntn, bareng yuk!",0
"Ibu Sri balas berseru, 'Aimee, orang tua ini putri pelaut tangguh, setua ini aku masih bisa menyeberangi lautan.",1
healing tp ga beneran healing soalnya dikejar deadline tugas kuliah tp gapapa lah yg penting viewnya beda dikit,2
Ga ada yg mau staycation nih???,2
Kalau gak salah baju iqbaal couple sama ya.,0
"Sri Ningsih meninggalkan wasiat yang bisa menyelamatkan gedung panti.""",1
"2021 - Happy, hurting, healing at the same time",2
Dulu selalu sukak ma jupe skrg gak gr2 ting tong,0
Ibu Rajendra Khan mengusap rambutnya.,1
"Sri menyandarkan punggungnya, menghela nafas panjang, mengelap dahinya.",1
Kalo cari pembesar dan pengencang payudara yaa ini nih solusinya ukuran punyaku juga udah mulai besar loh? aman dan terpercaya deh pokonya.. Yuk add?,0
Gk pernah bosen nonton ini hahahhaahhahahaha,0
"Dengan kabar meninggalnya Sri Ningsih, entah bagaimana urusannya ini.",1
"YAALLAH org2 kenapa ya ini tuh aplikasi ... se sederhana itu, ini cuma mainan. Cm kebetulan hatersnya merasa tersindir...knp harus dibully sejelimet itu??? Ga baik menjudge aurel cm karena SATU POST yg bahkan cuma mainan dari LIPSYNC lets be positive its not hard, youre all full of hate",0
"Dari saya SMA which is 25 tahun yang lalu, guru saya udah bilang. Pak harto itu bikin warganya kaya anak manja. Serba di subsidi, lalu duitnya dari mana? Y dari utang. Tau kan kl dulu punya tipi, punya sepeda dipajakin??? Pajak itu dari mana??? Y dari rakyat lah. Pinter dikit y",2
"Eric diam sejenak, meraih gelas.",1
"99 hambatan kehamilan hilang kurang 99 hri, info lebih cek IG and Bio qt,",0
"Di luar fisiknya yang rupawan, dia adalah cucu dari salah-satu ulama besar dari tanah Minang.",1
sedih x bestie,2
Kok gk ngucapin selamat ultah ke diva KD?,0
"Menurut informasi dari Hakan, 40% lebih area London adalah kawasan hijau.",1
Mereka berdua berpelukan.,1
small talk amp deep talk in car,2
Ternyata dekat sekali dengan kantornya.,1
"ya allah, niat hati stalker ig al buat liat post adem yg ad bundanya mlah ktmu fto ini yg ada syaitonirojim rmbt ungu! ZONK! haha",0
"Ketemu orang yang sama 2x pertama jadi musuh kedua jadi temen. Gua spill pas draft ""andi day barusan ketemu gua, kill 0 dia wkwk, sini gua gs lu tank aja"". ""Anjing"". Trus pake silvana tank main bagus",2
"Zaman tidak punya waktu meladeni pengawal-pengawal ini, dia harus segera mengejar Lastri, boleh jadi di dalam basemen ada terowongan keluar halaman, Lastri akan menaiki mobil, kabur bersama Murni, dan dia akan kehilangan jejaknya.",1
"Aku sudah pulang.""",1
Bisa-bisanya udah di blokir sana-sini masih kepo sampe ke twiter wkwkw,2
Dia merintih kesakitan memanggil Hakan yang tengah menyiapkan makan malam di dapur.,1
Jika mereka harus bertemu di acara yang sama.,1
There is no need to dominate when those around you know you would do everything in your power to protect them.-Lisa Bevere quoteoftheday quotes words lionessarising,2
"Suka dgn pemikiran2 om adie,sukses trs om dan selalu memihak pada org2 benar ya om",0
"Waktu kita tidak banyak."" Sri mendesak, mulai panik.",1
"""Yeah, aku percaya itu."" Rajendra tersenyum.",1
Gila doyan yg janda,0
Yang pada ke puncak apa kabar nihh? Jadi healing apa sinting? Wkwk Sampe trending 1 di twitter akuh,2
when I watched this somehow I really like seeing them together and had this dislike feel when the girls come around them,2
My bestie,2
"Di mana mereka tinggal?"" Zaman memperbaiki pertanyaan.",1
"aqu cinta ne prilly kok,,?",0
Di Dengerin ya Bestie dan Bebsky Disaat mental sedang kacau ini bisa jadi solusi,2
"Petugas mengangkat telepon, membuat reservasi untuk tiga hari ke depan.",1
literally me,2
"Mereka sahabat baik, sebenarnya ayahku yang menyarankan mereka pindah.",1
"""Berapa lama dia bekerja di sini?""",1
"relate banget, udah overthinking dari sekarang, udh hitung hitung nih total yg bakal masuk ke rekening di 25 mei berapa wkwkwk",2
Literally ME,2
"10 days, it's not enough time to travel around Moluccas. After Celebes and now Moluccas have a special place in my heart with all the things. See you Ale pung tempat special di beta pung hati. It's time for me leaving for Jakarta ID6171 IndonesiaIsWonderland",2
Lucy menghela nafas pelan.,1
Akhirnya tadi dengerin Yoongi nyanyi life goes on live itu healing banget,2
butuh system support untuk hal yang harus di kejar.,2
"""Kamu mau masak dengan air laut?",1
"Jangan nyalakan dulu mobilnya."" Pak Anwar menahan gerakan tangan Sri yang antusias, ""Kamu sudah menginjak koplingnya atau belum?"" ""Sudah, Pak."" Sri mengangguk.",1
"Doakan agar aku segera memperoleh pekerjaan yang baik, Nur.",1
"Kita liht aj y klo suaminy skrg tidak selalu sukses terus,apakah msh setia atau kembali selingkuh..... Dulu kn sm tohpati..",0
"I still watch this series just because I love 's act. I love her role. And the bond between her and AS . The story? After Elsa got jailed, couldnt say anything. Continuity of wardrobe, actors look. Crush in editing. Now, flaw in scenes. What a mess? GWSIkatanCinta",2
"Jawab dengan hashtag NgegameBarengBestie, NontonBarengBestie atau OlahragaBarengBestie dan tag Bestie kamu untuk ikutan juga! Psst, Besties dengan 5 jawaban terbaik bisa dapat hampers dari Emina, pemenangnya diumumkan tanggal 9 November, ya!",2
Kenpa sih harus overthinking terus sih,2
"Mau ditabok duit tiap hari? Mau dapat duit banyak hanya dengan main hp? Yuk join bareng aku.di database supplier ,,,kepoin ig aku yuk,,dibimbing sampe bisa loh kak,, kapan lagi bisa jadi jutawan muda ???",0
"Mereka bilang, kalau Ibu Sri yang pengawas pabrik terus seperti ini, mereka akan repot harus datang lebih pagi lagi dan pulang lebih akhir juga.",1
"""Bagaimana, Pak Wartawan?",1
"""Ah, Lady Diana juga baru dua puluh tahun, sudah menikah."" Salah-satu bibi menyahuti.",1
judulnyaa ape nihh..,0
"Tapi apapun itu, Sri, di atas segalanya, aku tetap bahagia dan berterima kasih.",1
Festival seni internasional di Champs-Elysees kota Paris.,1
???zara hnm f21 murah.. Cantik ngets kak,0
"Menghargai nya saja jadi di posting foto ini, kurus banget udah kagak ada aura banget,.. Kasian banget kayak tertekan..",0
salsha komen? Mana ga ada tuh,0
"""Ada surat dari Departemen Hukum Inggris, tiba tadi sore, meminta keterangan resmi tentang kematian Ibu Sri Ningsih di Perancis.",1
"Zaman mengulurkan tangan, memperkenalkan diri.",1
"Ku kira aku tempat pulangmu, nyatanya hanya sebagai tempat healing sementaramu",2
"Happy Birthday teh ody???smoga panjang umur,sehat slalu,tmbh syng sm keluarga,langgeng sm kak eyin?,jagain adenya ya kak hehe pkoknyaa wishnya bwt teh ody yg the best deh???? smoga kita bisa ketemu lagi yaa teh ody??? I Miss You Teh Ody? and I Miss You Iqbaal? teteh pasti dateng donk ke acara 5thAnnivSoniQ smoga kita bisa ketemu dsana ya kak? See you teh ody Iqbaal ????",0
"""Tilamuta."" Zaman mendesis.",1
Not the best photo but I was enjoyed the vibes there for buying some fresh vegetables and looking around the neighborhood.,2
My bestie approved that almost brokenhearted women are beautiful when the relationship end,2
"Overthinking itu ada untuk mengingatkan kita, untuk nge remind diri kita supaya hati-hati. Apakah berarti itu sebuah kebenaran ? Ya tentu tidak. Bahkan belum tentu seperti itu. Tapi karena itu ada di otak kita, karena itu kita pikirin, seakan akan itu adalah sebuah kebenaran.",2
"Indeed. Aku dr Kelautan banting setir ke Graphic design krn financial keluarga turun bgt, esp after papa passed away. Need fast money. Even dpt call dr NGO buat research di Borneo, gua lepas krn jalanny tll panjang buat dpt duit gede. Dtambah lg gbs ninggalin mama stlh bertahun2",2
"Barber Shop Hnyar nah , Ksini kah",0
Maa syaa Allah trrharu skli baca captionnya abi Allah sllu menjaga keluarga kecil kalian,0
"Sebagai informasi, ini hari yang penting, turis akan memadati Istana Buckingham, Peringatan Remembrance Day.",1
Itu angka rata-rata nilai harta warisan klien firma hukum ini.,1
Tester tester bikin lonsay buat sarapan besok. Jadi besok pagi bisa santuy. Biar khusuk nonton si rona sama vicenzo,2
Sri menyeka pipinya.,1
Ibu Rajendra Khan mengangguk.,1
"Manifest this May with life full of hahahihi, kerjaan lancar, banyak waktu selo buat healing, tapi isi dompet tetep kejaga amin!",2
Tetep cantik ka ???,0
"Zaman tertawa, mengambil surat ke-15 dari ransel.",1
"Itu pekerjaan penuh kesabaran.""",1
Hemmm kalian cocok bgt kl jd pasangan .. Suka bgt sma akting di film habibi,0
Gadis kecil itu mengaduh perlahan.,1
ka klo pke hijab cntik tau syngnya non muslim,0
"Healing murah ya,, healing sambil kerja mungkin itu dulu yg bisa di lakukan",2
"Hujan meskipun sudah reda menyisakan banyak genangan air, membuat mobil, bus, angkutan umum, menumpuk di setiap jengkal aspal.",1
My Favorite Wrestling Theme song A Thread By far the best theme i've ever heard His current theme song is not bad considering that he is from Scotland so they put some Scottish touch on it. But i prefer this one. No doubt.,2
its almost like the bitches that actually like girls be hiding,2
"Tapi itu sudah lama banget, pasar tekstil dan kelontong masih berbentuk los panjang.",1
Nur'aini tersipu malu.,1
Makin cantik ajah nie bunda....,0
Happy anniversary yaaa... jadi pengen seromantis itu,0
itu sama aja kepo musdalipahhhhhh,2
3 Philosophical Questions about Science and Technology....1. At what point is a technologically enhanced human not a human anymore?.2. Does the modern age make global conspiracies more or less feasible?.3. Is technological advancement a net positive or a net negative?,2
Kemudian menyiapkan makan malam.,1
Mna cocok nih ivan nya kayak drum bsar cita citata nya seperti emping .......... hahahahaha,0
Jam paling enak buat overthinking apalagi disambi pupup.,2
Unyuuk bgd kamu dedek ??????,0
Lucu pintR ank nya,0
Kenapa Mbak Lastri ikutan marah?,1
"yaelah,,pahala dan dosa masing2 orang bawa pertanggung jawabanny ke Allah,,jgn ngurusin orang dech,,urusin aj diri masing2,,sok suci lo pada..",0
"Menekan tombol, pintu mendesis tertutup.",1
iya pil liat aja semua itu bkal jd knyataan semua ??,0
"Selamat ulang tahun kakak tulus semoga panjang umur kakak,sehat selalu juga,murah rezeki ya kakak dan jangan sombong kalo sukses di karirnya aminn",0
HEH CAPTION ! liat aja tanggal mainnya ye gak? Gak usah terlalu banyak ngomong kalo akhirnya buruk! Baru tau gua kalo lu playboyv yaelahh artis batu ngetop sok bgt lu!,0
"Mau pindah ke tempatku?""",1
Healing di pantai Healing di gunung Healing bersama fwb Healing di supermarket,2
"Wajahnya sama ky daddy, tapi hati copy paste bunda maia ya, dul. ?",0
"Kalau laki-laki, lumrah saja menikah di usia lebih tua.",1
"Tell us about yourself 1. Ferdi 2. Kepo aja lau 3. A Thousand Miles 4. 38.128 Photos 5. WA, Twit, IG 6. G 7. Tanjung University 8. 9. - 10. - 11. Utang-ers, Fakers 12. Twenty Twenty 13. Travel, Culinary, 14. 2 meter kurang 5 cm Drop an emoji, Ill send you the question.",2
"Kalaupun memang tidak, bukan masalah besar, aku sudah amat bersyukur atas apa yang kumiliki.",1
Ytuupp cuco bngt,0
"Apparently there's this list going around of the ""Top 40 Fuck Boys in Bali"" I didn't even make the list",2
Beb mo kek gini beb ??,0
Kami akan menyerang madrasah Kiai Ma'sum malam ini.,1
narsis anjir lu bang pake gif diri sendiri,2
"Aku terkejut saat suatu malam dia bilang, dia diterima mengajar menari.",1
"La Golo justeru berlarian menujunya, sambil berteriak.",1
"Gue gak mau overthinking soal Janesh, tapi ... Ya udahlaah, mari menikmati alur walaupun sesek sama emosinya kaga bohong",2
Bestie is it really a hidden gem or were you just kurang jauh mainnya selama ini?,2
Duhhh envy ',0
Dahlah capek seharian overthinking,2
Hakan menatapnya lamat-lamat.,1
"Cade with his barbeque, Russ and Boyd play the guitar while Russ sang ""A hard way to go"" and Wyatt on the roof. See The Langmores are all together with Ruth made so emotional. OzarkSeason4",2
Dia tidak menyangka akan bertengkar dengan penumpang.,1
Uda nonton kak disurabaya,0
Cuma takut sama diri sendiri takut udh ga sanggup overthinking tiap hari.,2
Kak nagita Nice Bnget,0
"Bukankah itu cara normal bagi A&Z Law?""",1
"""Hari yang cerah untuk mobil mogok, heh."" Pengawas menemani Sri.",1
Mata Rahayu telah menutup.,1
suka bgtttttttt sama make up nya..ka gigi cantik bgt..pangling..makeupnya glow tapi ga menor..apik..rapih,0
"Pengalamannya, pengetahuannya, etos kerja dan semua hal positif tetap ada di dalamnya—tidak bisa dihancurkan oleh peristiwa Malari 1974.",1
Buat kraya brg bang aliando lg donk ka prilly...,0
Sri Ningsih punya harta warisan?,1
"Sebagai orang yang hampir ga pernah komenin orang, sekalinya dikomenin kok masuk ke hati ya. Overthinking dan overfeeling ?",2
apalagi klo udh overthinking,2
aduh baaaaaang.... remuk hati adek,0
"Yang banyak dibilang orang ""bagus dari segi manapun..."" ya gatau kan kalo dibalik itu ternyata suka gaslighting?",2
Amiiiin Al Fatihah,0
"KALIAN LAGI MENCARI ALAT YANG AMPUH?? YANG BISA BENER-BENER MERUBAH KALIAN JADI BESAR DAN KENCANG?? NIH AKU KASIH , ITU ADA DI SEMUA, AJAIB BANGET, CUMA DALAM KURUNG WAKTU ITUNGAN MINGGU, SUDAH PADA SAYA, KALIAN MAU JUGA?? PIN BBMNYA NIH WA",0
"Pukul sembilan malam, ketika tamu berangsur pulang, apartemen lantai dua menyisakan keluarga besar Rajendra Khan, Sri yang sedang membantu membereskan piring kotor di dapur bersama Amrita mendadak terjatuh ke lantai.",1
jagain bestie alhasil 2 hari nginep rs ga pulang tp gpp yg penting bestie ku sembuh,2
Ibu Rajendra Khan menyeka ujung matanya.,1
"Terakhir dia punya keinginan atas sesuatu, bapaknya pergi selama-lamanya.",1
"This life is good. Everything that happens, even the bad ones, its meant to make life better.",2
"Alfonse bergegas mengikuti mereka, mencoba membujuk agar kembali.",1
Guaa setuju bgt kaa?yang lo omongin itu bener semua??buat apa bikin karya??kalo cuma hasil jiplakan kpop?malu maluin indo?,0
Kadang suka bingung kalo punya temen yg bener2 baik banget ke aku kayak....do I even deserve this?,2
Lokasi kantor firma hukum ini dekat sekali dengan Istana Buckhingam.,1
"""Aku senang mendengar kabar ini, Sri.""",1
"Menkominfo does break the internet, literally",2
"Pak Wartawan."" Sueb meletakkan piringnya yang tandas.",1
"meeting diundur jadi ada waktu buat latian dlu, gotta get this one right before actually recording it haha Wendy WhenThisRainStops",2
Staycation yuk ?,2
"Biar aku yang mengerjakannya.""",1
me from yesterday didn't even blink looking at my dm is there any surprises?,2
"Dulu aja pada ngefans sama anggun dripda agnez gara2 anggun muslim dan go international, ehh skrg gara2 mbak anggun tdk mencerminkan sosok seorang muslimah lsg pada menghujat, LOL situ ngefans sama prestasinya atau agamanya?! Klo ngefans liat dari agamanya, ngefansnya sama uztad aja orangindonesia",0
Kan kalo semua bahagia jd ga bnyk manusia julit kepo rese toxic kan kan kan? Makanya gue seneng klo pd bahagia,2
Mak ngetsz,0
ga tidur overthinking ga tidur takut ngimpi burukgagal lagi,2
Belum ada solusi atas masalah ini.,1
"Aq paling suka lht fhoto baby gempi yg ini,,????lucubanget imuutt abizzz?",0
Healing terbaik adalah dengan beristigfar dan bersyukur.,2
"Duduk di belakang meja, ruangan kerja yang bagus, masuk pagi, pulang petang, mengenakan pakaian rapi, membayangkannya saja sudah seru.",1
Emang klo ntar aku dateng nyanyi love yourself,0
"Tadi dia sempat memperhatikan dermaga, laut sedang surut, itu berarti lebih mudah mencari kerang di balik pasir.",1
"2 minggu guling2 stress sendiri. ternyata obatnya cuma geser meja kerja di kamar sm belanja bulanan di mall. terakhir -6bln lalu, biasanya go shop dsb langsung mood membaik drastis. hhh pandemi pandemi. cepet kelar dong. gw self proclaimed introvert aja udh berasa mo gila ni.",2
Kenapa hal itu jadi masalah?,1
"Makasih kak sudah recommendasi prodak , HBP bibit pemutih ajaib nya bikin kulitku makin putih dan glowing aman pula, harum , asli bikin kulitku putih , perawatanku gak mahal sekarang cuma pake HBP dari",0
"Aimee membuka lagi halaman album, instalasi kebun hidroponik Sri Ningsih semakin berkembang.",1
Aku rindu lapangan asrama tempat kita dulu belajar mengemudi.,1
𝙋𝙖𝙜𝙚 365 𝙤𝙛 365 Thank God for everything that happened this year. Hopefully next year will be even better than this year.,2
"""Dibawakan ole-ole juga sudah bagus, Bhai."" Amrita tertawa—memamerkan kain pashmina yang dia dapat.",1
Mas andre ternyata ngefans jg sm SRK,0
kapan Indonesia maju kalau bikin caption English aja di bilang sok. Sok Inggris. Begini dibilang sok Inggris.,0
Apa yang terjadi?,1
"Dalam mata uang asal negaramu, itu setara 19 triliun rupiah, bukan?",1
"Tiga minggu tinggal di sana, istri Kiai Ma'sum mempercayainya bersama Nur'aini pergi ke kota Surakarta untuk membeli keperluan madrasah sebulan ke depan.",1
"""Silahkan masuk, my friend.” Rajendra Khan mempersilahkan Zaman.",1
"Satu minggu pertama usaha ini dijalankan, aku sudah punya enam pelanggan dari kedutaan besar, mereka puas dengan kinerja mobil dan sopir, berjanji selalu menghubungi kantor untuk memesan.",1
Buat lagi donk....,0
udah lupa,0
"pliss... Nggak kuat,, tapi kuat deng... Eh,, kagak kuat lah,, pengen poto juga",0
"Sri menggeleng, tidak ada masalah.",1
"Terimah kasih fatin,,,udh brkunjun d kab.Kepulauan aru.",0
"Apakah Sri Ningsih memiliki anak?"" Zaman bertanya.",1
salah jam overthinking,2
"China banjar nah ce,, tanteny segereja sm ce Oliv di Bethany",0
Just like unwanted somehow,2
Merinding ngelihatnya..,0
Baju lusuh yang dia kenakan sudah kering dengan sendirinya.,1
"mau nanya sama org yg selingkuh, kalo galau karena pacar or whatever u name it satu lagi, emg pacar yg aslinya gabingung lo galau kenapa?",2
Engga -____-,0
"""Eh, maaf."" Zaman salah-tingkah, dia segera meminum jus buahnya.",1
"Mksh banyak ya kak udah ksh tau aku soal rahasia ny badan aku jd gak pendek lagi kak, mksh ya",0
"Di halaman itu, terpasang rapi beberapa foto Sri.",1
"Ka olla mau dong bb ny trun drastis ky k olla , aq dr smnjak lahiran blom pulih bb ny k smulla pdhall dah 4 blln . .",0
Bikinin ini juga,0
A&Z Law segera mendapat 20%?,1
"""Nur, kemarilah.""",1
JDAG 2022. My works are currently displayed at 7 big spots around Jakarta. Have u seen one of em? Let me know NFTCommuntiy art,2
Bisnis jualan dengan gerobak dorong semakin maju setahun terakhir.,1
"Aku menjerit panik, menahan tubuh tua itu, beberapa perawat dan petugas lain berlarian membantu.""",1
18rbuan Tweet yg mau kepo sampe gumoh,2
"Nasehat-nasehat lama itu benar, cinta memang tidak perlu ditemukan, cinta-lah yang akan menemukan kita.",1
Random of healing Special Region of Yogyakarta,2
Kalo kelewat ya nyebur,0
Bismillahmanifesting buat hari ini alias smoga gada yg ngumumin grad.,2
La Golo kali ini menyeringai lebar.,1
Tidak salah lagi.,1
"Kamu akan makan siang, bukan mengunjungi pemakaman.",1
sorry but 2020 was actually the best year ever chiefskingdom,2
"Sri Ningsih tetap rutin setiap tanggal-tanggal tertentu mengunjungi pusara Hakan dan bayi-bayi mereka, tapi kali ini dia sudah berdamai.",1
Sri tersenyum lebar.,1
"Dalam daftar klien mereka, termasuk tokoh-tokoh dengan kasus kontroversial kelas dunia, seperti pemilik kartel, kasus pembunuhan, atau perceraian yang melibatkan harta gono-gini raksasa.",1
Jd kepo lg all about chernobyl nuclear disaster,2
Hello 2021 I hope this year will be better and greater for all of us around the world,2
Yap wajahnya menyenangkan.,0
Gk cocok,0
"Dengan dua kabar baik itu, aku bisa menabung sekarang, Nur.",1
NERD ?? I Prefer The term Intellectual BADASS - injurytime2020 jagovapourid jagovapornz goawaycovid19 casualultras hooligans adidasfirebird adidadspezial December2020 kaledoscope whateveerrrr,2
Ode yang membawa ceret mengepul bergegas mendekat.,1
Lipstiknya kereenn .. merek apa y,0
spill beli beniknya dong kak?,2
When my crush says something funny,2
"When someone asks, what kind of BLUES is yours? Is it like Robert Johnson? BB King? John Mayer? Nirvana? Or even like Metallica? It's better if you just answer 'my BLUES is me' BLUES-ku adalah aku... MyBLUESIsMe BLUES BITA",2
Thanking again for always comforting me in any situations! literally senyum-senyum sendiri tiap liat tingkah John Mayer,2
Waaahhh ??,0
Nike Ardilla cakep bgt,0
"Tapi Thompson & Co, kesempatan itu tidak akan datang sekali dalam seratus tahun.""",1
"""Eh,"" Wajah Zaman bersemu merah—dia tidak pernah terbiasa dipuji oleh Ibunya sendiri.",1
"Abs melahirkan mukanya bnr2 fresh ya ka, Kebnyak'an org abs melahirin jelekkan ya",0
"MAU NUNGGU SAMPAI KAPAN? SAYA SENDIRI SUDAH ALAT MHCA NYA DI RUTIN AKU PAKE SELAMA 3 MINGGU, DAN WORTH IT BANGET DEH KALO DI SAMA HARGA, KALIAN JUGA BAKAL , COBA SENDIRI DEH, NIH BBM whatsapp",0
Hehe whatever,2
"memasuki jam produktif, kreatif, sekaligus overthinking.",2
Naura sebenernya kamu seneng gak punya fens banyak ? Terus kamu mau gak kalo misalnya lg meet and grea terus mau foto bareng sampe kamu di peluk peluk ? Kamu mau gak tampil untuk ulang tahun orang lain? Terus kalo kamu dapet hadiah dari fans Sendeng gak sampe di simpen baik baik ?,0
hes always reminds me that i'm pretty all the time even me without make up,2
"Yang satu tampan, tinggi, besar, yang satu lagi cantik.",1
My cats always love to laying on Sajadah while I pray or not.,2
"Bener juga sih, tapi apda santuy sih",2
the election counting has literally never ended on Election Day in the history of America,2
Literally what yumi cell do,2
Nda q kenal kodong.. bukan reski aditia itukah?,0
perfect bgt I LOVE U,0
Aamiin...,0
"""Anda memang tidak pernah mengirim aplikasi ke kami, jadi tidak perlu mengingat-ingatnya.",1
"Oh my god, klo masalah agama gk usah diurusin keles yg penting kita tetap satu. Biarin aja dia milih agamanya ntar kan TUHAN juga bukakan pintu hatinya utk memilih mana agama yg tepat utk dia...",0
"""Silahkan turun dari bus ini!"" Sri berkata tegas.",1
Mau hidup SEHAT bonusnya langsing dan cantik.. Mau turun berat badan 3-50 kg tanpa efek samping serta bergaransi.. Yukk follow IG ku dan temukan solusinya.,0
2D1N Bandung bener2 healing time bangetttt lupain sejenak masalah kantor... uang bisa di cari kesehatan mental dan pikiran nomor 1 kata si dia.,2
Kalian ber2 cocok banget.. Serasi deh??,0
"? ? ? ? Barang kali kaka kaka mau coba produk ? TIENS HERBAL ALAMI, KELUHAN PADA SELURUH BADAN, HINGGA WAKTU CEPAT, 10-15 HARI,? AMAN TANPA ? langsung saja invite BBM whats app . Yuk order ? O?KIR ? ?R??? BESAR BESARAN.",0
Kalo org cantik mah di apain aja tetap aj ya cantik?,0
"Mendekati tanggal merah, otak ngajakin overthinking terus sepertinya. Padahal kemarin baru bisa benerin jam tidur",2
"Kk klau pakai jilbab cannnnntikkkkkkk bangettt , mukax kayak bercahaya gitu",0
Itu bukan asap dari sampah yang dibakar.,1
"a little cheesy flashback today on this exact date was the first time i met him. fully unexpected and the journey was rough. but somehow were still embracing each others souls and i just hope that its the decision we wont ever regret. heres for more memories of us,",2
"Enam belas tahun lalu, itu hari pertamaku bekerja di Panti.",1
healing,2
"Hurt is part of life. It is ok to feel the pain. You will be healed. You will feel ok again. You will taste happiness again. Take your healing journey. It may take time, but embrace the process. Welcome every lesson. You will get there one day and the pain will stop.",2
Confuse about dinner. Makin cek app makin mau pilih daerah kemana buat dinner makin mumet.,2
"Itu lebih bermanfaat.""",1
...'Cause my world revolves around you.. It's so hard for me to breathe..Ok Good Night. Have a nice dream.,2
"Oil money, both in video games and real life, is surely lucrative. In Cities Skylines, u can make millions of dollar just by exploiting oil alone",2
Not even started but what week it has been and its seven week midterm not the usual eight,2
Now I need to leave twitter for a while. I'll be back when I'm ready. Bye.,2
